number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_lambda,params_subsample,state
12,7.006492321624085e-45,2026-02-23 03:16:16.400415,2026-02-23 03:16:16.769941,0 days 00:00:00.369526,0.9881259105415678,3.6854705866392585,0.10934484583037724,3,8,1200,19.349253952614315,0.6026268487517209,COMPLETE
13,1.8712082016708194e-23,2026-02-23 03:16:16.770706,2026-02-23 03:16:17.096370,0 days 00:00:00.325664,0.9113793190593593,3.521749297391282,0.05052823300457024,2,8,1000,0.38647453581697183,0.6908556046603515,COMPLETE
14,4.203895392974451e-45,2026-02-23 03:16:17.097108,2026-02-23 03:16:17.409588,0 days 00:00:00.312480,0.9488055775621085,4.980084946806068,0.1318695037306929,3,6,1000,0.7571991129478299,0.8578694741072344,COMPLETE
15,1.7841457256382835e-23,2026-02-23 03:16:17.410337,2026-02-23 03:16:17.716143,0 days 00:00:00.305806,0.86456910202957,3.8063771821061794,0.05333517422203261,4,9,1000,6.3149845377960965,0.7599922797534859,COMPLETE
16,4.203895392974451e-45,2026-02-23 03:16:17.716913,2026-02-23 03:16:18.009825,0 days 00:00:00.292912,0.9994781034279444,3.197342331354389,0.14848726044262373,2,6,800,0.48202616103933044,0.6667858021130857,COMPLETE
17,6.682396975006457e-16,2026-02-23 03:16:18.010631,2026-02-23 03:16:18.365797,0 days 00:00:00.355166,0.7843200498072376,4.325666685829766,0.028637052414591593,4,9,1200,2.0234792110239876,0.8064114554738083,COMPLETE
18,1.79176785747671e-23,2026-02-23 03:16:18.366557,2026-02-23 03:16:18.628389,0 days 00:00:00.261832,0.8738984014847606,4.301103116736417,0.06817427011863085,4,10,800,9.712041073952607,0.7658814392851243,COMPLETE
19,4.203895392974451e-45,2026-02-23 03:16:18.629115,2026-02-23 03:16:18.946082,0 days 00:00:00.316967,0.9527437786203036,2.95990717809143,0.13044297754628775,3,5,1000,0.24464553986659787,0.6574298091639925,COMPLETE
20,2.777691962333178e-28,2026-02-23 03:16:18.946854,2026-02-23 03:16:19.149155,0 days 00:00:00.202301,0.8877756050211979,4.6791212651232215,0.10123406702511699,2,8,600,2.3691910944699592,0.869338681861774,COMPLETE
21,2.802596928649634e-45,2026-02-23 03:16:19.149894,2026-02-23 03:16:19.532090,0 days 00:00:00.382196,0.970978725245337,4.952746230758641,0.17465089390170005,2,10,1200,19.87760322639798,0.6152962138488114,COMPLETE
22,2.802596928649634e-45,2026-02-23 03:16:19.532933,2026-02-23 03:16:19.933876,0 days 00:00:00.400943,0.9944206914889636,3.993981689650612,0.1963447414212271,2,9,1200,9.595090415385382,0.6334671577529255,COMPLETE
23,4.203895392974451e-45,2026-02-23 03:16:19.934796,2026-02-23 03:16:20.316964,0 days 00:00:00.382168,0.9326195540080797,4.6910405562519815,0.14512865612878173,3,10,1000,10.214684951103907,0.6472429793048795,COMPLETE
24,4.31027692771152e-38,2026-02-23 03:16:20.317842,2026-02-23 03:16:20.717819,0 days 00:00:00.399977,0.9642166711708798,4.142561467430902,0.0717563279098775,4,9,1200,3.864744739861252,0.6026466647672545,COMPLETE
